regime_period,reentry_period,trailing_stop_pct,cagr,max_dd,sharpe,sortino,calmar,upi,num_trades,pct_time_upro,train_cagr,test_cagr,train_sharpe,test_sharpe,train_test_sharpe_ratio,total_return,worst_1yr
20,12,0.12,0.08113733807238654,-0.8076166150410664,0.2484866463397268,0.1991664997173666,0.10046516696323886,0.07547329531450682,174,0.6596958174904943,0.06639202047312653,0.10988219263488186,0.201365875997864,0.3474260210588405,0.5795935358674831,10.583646310429055,-0.5061829217393656
20,12,0.15,0.10539320371750516,-0.8178951847016669,0.318011659718451,0.2565963895874956,0.12885905882420384,0.1428486235428937,146,0.6755386565272496,0.08802861406508944,0.14026498117182196,0.26671885185877037,0.42712231599588524,0.6244554355276062,20.70369264795559,-0.5285886882959556
20,12,0.18,0.11559176679808303,-0.8178951847016668,0.3460104202873308,0.2803116824357205,0.1413283376160797,0.16840539127605056,136,0.6831432192648923,0.08155614426348623,0.1911058670093857,0.24860978608696555,0.549882527765777,0.4521143581286168,27.33188208034961,-0.5285886882959554
20,12,0.2,0.11559176679808303,-0.8178951847016668,0.3460104202873308,0.2803116824357205,0.1413283376160797,0.16840539127605056,136,0.6831432192648923,0.08155614426348623,0.1911058670093857,0.24860978608696555,0.549882527765777,0.4521143581286168,27.33188208034961,-0.5285886882959554
20,12,0.22,0.12290364125413267,-0.8178951847016668,0.36534698146154554,0.2977899165900569,0.15026820496438387,0.18850859695398683,134,0.6837769328263625,0.09178652842036072,0.1911058670093857,0.27801182656067924,0.549882527765777,0.5055840339031442,33.302181151404305,-0.5285886882959554
20,12,0.25,0.12290364125413267,-0.8178951847016668,0.36534698146154554,0.2977899165900569,0.15026820496438387,0.18850859695398683,134,0.6837769328263625,0.09178652842036072,0.1911058670093857,0.27801182656067924,0.549882527765777,0.5055840339031442,33.302181151404305,-0.5285886882959554
20,12,0.28,0.12290364125413267,-0.8178951847016668,0.36534698146154554,0.2977899165900569,0.15026820496438387,0.18850859695398683,134,0.6837769328263625,0.09178652842036072,0.1911058670093857,0.27801182656067924,0.549882527765777,0.5055840339031442,33.302181151404305,-0.5285886882959554
20,12,0.3,0.12290364125413267,-0.8178951847016668,0.36534698146154554,0.2977899165900569,0.15026820496438387,0.18850859695398683,134,0.6837769328263625,0.09178652842036072,0.1911058670093857,0.27801182656067924,0.549882527765777,0.5055840339031442,33.302181151404305,-0.5285886882959554
20,15,0.1,0.08090719700331461,-0.7735598779010762,0.24574165839632148,0.19812716678599576,0.10459073604339796,0.07380077757437956,198,0.6514575411913816,0.05255252124143994,0.14251595400589712,0.15494443556172038,0.4359865743889954,0.3553880891375248,10.515724023321741,-0.49619657461100386
20,15,0.12,0.09428811203291265,-0.7692481955331294,0.2860797743575307,0.23183023403112138,0.12257176887826957,0.12318572529439463,176,0.6660329531051965,0.0746518534624454,0.1346313437038622,0.22519110158898437,0.41244125103636714,0.5459955836695105,15.255696318463341,-0.49819959626968013
20,15,0.15,0.1196845848278989,-0.7809455443757002,0.35740319755454164,0.2912927612523681,0.1532559929304374,0.20318316670008288,148,0.6812420785804816,0.09645603518906842,0.16857829110177014,0.29039863822605594,0.49840077346373557,0.5826608899658656,30.53281538778347,-0.49819959626968
20,15,0.18,0.12231433955923832,-0.7809455443757006,0.3641853941377898,0.2971737475498366,0.1566233912724583,0.20790330043564306,138,0.6869455006337135,0.08993343230454287,0.19365829349744312,0.27198595345729154,0.556219930948294,0.4889899450269344,32.77767094438683,-0.5033892039775977
20,15,0.2,0.12231433955923832,-0.7809455443757006,0.3641853941377898,0.2971737475498366,0.1566233912724583,0.20790330043564306,138,0.6869455006337135,0.08993343230454287,0.19365829349744312,0.27198595345729154,0.556219930948294,0.4889899450269344,32.77767094438683,-0.5033892039775977
20,15,0.22,0.12967027548070398,-0.7809455443757006,0.383469121605903,0.31484479383118436,0.16604265997107942,0.23024093395350337,136,0.6875792141951838,0.10024305679980161,0.19365829349744335,0.3013038955099415,0.5562199309482942,0.5416992069957854,39.93753274297496,-0.5033892039775976
20,15,0.25,0.12967027548070398,-0.7809455443757006,0.383469121605903,0.31484479383118436,0.16604265997107942,0.23024093395350337,136,0.6875792141951838,0.10024305679980161,0.19365829349744335,0.3013038955099415,0.5562199309482942,0.5416992069957854,39.93753274297496,-0.5033892039775976
20,15,0.28,0.12967027548070398,-0.7809455443757006,0.383469121605903,0.31484479383118436,0.16604265997107942,0.23024093395350337,136,0.6875792141951838,0.10024305679980161,0.19365829349744335,0.3013038955099415,0.5562199309482942,0.5416992069957854,39.93753274297496,-0.5033892039775976
20,15,0.3,0.12967027548070398,-0.7809455443757006,0.383469121605903,0.31484479383118436,0.16604265997107942,0.23024093395350337,136,0.6875792141951838,0.10024305679980161,0.19365829349744335,0.3013038955099415,0.5562199309482942,0.5416992069957854,39.93753274297496,-0.5033892039775976
25,8,0.1,0.06702246920400112,-0.8042076215816031,0.2020679020924639,0.16072229172091776,0.08333975879536021,0.035417847921829594,192,0.6356147021546261,0.04080748048340688,0.12344370331441623,0.11696310000972604,0.3873638162195785,0.3019463747316686,7.112682025923742,-0.5019138664674564
25,8,0.12,0.07377691975180523,-0.8050063628087206,0.22521750798026932,0.18044008187649707,0.09164762312485662,0.05576518038685327,172,0.6520912547528517,0.05352191968081832,0.11569071241231854,0.16092404730467597,0.36379533668849573,0.44234774631668566,8.608201328261957,-0.5019138664674564
25,8,0.15,0.10125811863238998,-0.8309483324740752,0.3060456688591701,0.24782746788507326,0.12185850151585585,0.12252059425179507,148,0.6711026615969582,0.08705796765100526,0.1286456418855384,0.2634361302674176,0.39815774200805765,0.6616375935296678,18.485168739012522,-0.5353549558444552
25,8,0.18,0.12339293541941254,-0.8309483324740752,0.36717576533546836,0.30005275328139847,0.1484965196957806,0.17829122689365548,136,0.6812420785804816,0.09210931136110023,0.19200512795811298,0.27839562381896693,0.557443401963625,0.49941504884317056,33.74383749675338,-0.5353549558444552
25,8,0.2,0.12183687825525058,-0.840220378004669,0.36270196156394835,0.2972308508061969,0.1450058597062181,0.170572545833532,134,0.6844106463878327,0.08253741009927262,0.21057811034722973,0.2512035087984743,0.600782838249493,0.4181269716864891,32.358571014635615,-0.560839531465777
25,8,0.22,0.13692927412170097,-0.840220378004669,0.40184201845368034,0.33360089793560627,0.16296828511452752,0.21029121811226434,130,0.6856780735107731,0.09277707599941465,0.2379550408279647,0.2805052888268163,0.658118039145611,0.42622337049289344,48.47386777411054,-0.560839531465777
25,8,0.25,0.13692927412170097,-0.840220378004669,0.40184201845368034,0.33360089793560627,0.16296828511452752,0.21029121811226434,130,0.6856780735107731,0.09277707599941465,0.2379550408279647,0.2805052888268163,0.658118039145611,0.42622337049289344,48.47386777411054,-0.560839531465777
25,8,0.28,0.14361352582132492,-0.840220378004669,0.41899111920252785,0.3490974243009357,0.17092364048867056,0.23007904589546854,128,0.688212927756654,0.09277707599941465,0.26194252251471783,0.2805052888268163,0.7079516656906834,0.3962209603012277,57.876139577431154,-0.560839531465777
25,8,0.3,0.14361352582132492,-0.840220378004669,0.41899111920252785,0.3490974243009357,0.17092364048867056,0.23007904589546854,128,0.688212927756654,0.09277707599941465,0.26194252251471783,0.2805052888268163,0.7079516656906834,0.3962209603012277,57.876139577431154,-0.560839531465777
